"Notes"	"Year"	"Year Code"	"Division"	"Division Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"2012"	"2012"	"Mountain"	"CENS-D8"	"40-44 years"	"40-44"	2900	1459832	198.7
	"2012"	"2012"	"Mountain"	"CENS-D8"	"45-49 years"	"45-49"	4455	1430943	311.3
	"2012"	"2012"	"Mountain"	"CENS-D8"	"50-54 years"	"50-54"	7522	1515072	496.5
	"2012"	"2012"	"Mountain"	"CENS-D8"	"55-59 years"	"55-59"	10345	1423480	726.7
	"2012"	"2012"	"Mountain"	"CENS-D8"	"60-64 years "	"60-64"	12960	1256327	1031.6
	"2012"	"2012"	"Mountain"	"CENS-D8"	"65-69 years"	"65-69"	14833	1004975	1476.0
	"2012"	"2012"	"Mountain"	"CENS-D8"	"70-74 years"	"70-74"	12846	715116	1796.4
	"2012"	"2012"	"Mountain"	"CENS-D8"	"75-79 years"	"75-79"	10422	512260	2034.5
	"2012"	"2012"	"Mountain"	"CENS-D8"	"80-84 years"	"80-84"	8153	372057	2191.3
	"2012"	"2012"	"Mountain"	"CENS-D8"	"85+ years"	"85+"	7146	347171	2058.4
	"2012"	"2012"	"Pacific"	"CENS-D9"	"< 1 year"	"1"	165	658866	25.0
	"2012"	"2012"	"Pacific"	"CENS-D9"	"1-4 years"	"1-4"	643	2681093	24.0
	"2012"	"2012"	"Pacific"	"CENS-D9"	"5-9 years"	"5-9"	430	3355934	12.8
	"2012"	"2012"	"Pacific"	"CENS-D9"	"10-14 years"	"10-14"	451	3350789	13.5
	"2012"	"2012"	"Pacific"	"CENS-D9"	"15-19 years"	"15-19"	807	3521475	22.9
	"2012"	"2012"	"Pacific"	"CENS-D9"	"20-24 years"	"20-24"	1342	3826490	35.1
	"2012"	"2012"	"Pacific"	"CENS-D9"	"25-29 years"	"25-29"	2168	3711923	58.4
	"2012"	"2012"	"Pacific"	"CENS-D9"	"30-34 years"	"30-34"	3215	3599603	89.3
	"2012"	"2012"	"Pacific"	"CENS-D9"	"35-39 years"	"35-39"	4445	3341422	133.0
	"2012"	"2012"	"Pacific"	"CENS-D9"	"40-44 years"	"40-44"	7272	3509140	207.2
	"2012"	"2012"	"Pacific"	"CENS-D9"	"45-49 years"	"45-49"	11298	3472536	325.4
	"2012"	"2012"	"Pacific"	"CENS-D9"	"50-54 years"	"50-54"	18268	3541018	515.9
	"2012"	"2012"	"Pacific"	"CENS-D9"	"55-59 years"	"55-59"	24762	3252675	761.3
	"2012"	"2012"	"Pacific"	"CENS-D9"	"60-64 years "	"60-64"	29781	2746922	1084.2
	"2012"	"2012"	"Pacific"	"CENS-D9"	"65-69 years"	"65-69"	32954	2096541	1571.8
	"2012"	"2012"	"Pacific"	"CENS-D9"	"70-74 years"	"70-74"	27683	1454963	1902.7
	"2012"	"2012"	"Pacific"	"CENS-D9"	"75-79 years"	"75-79"	23431	1078373	2172.8
	"2012"	"2012"	"Pacific"	"CENS-D9"	"80-84 years"	"80-84"	18946	834346	2270.8
	"2012"	"2012"	"Pacific"	"CENS-D9"	"85+ years"	"85+"	19412	893313	2173.0
	"2013"	"2013"	"New England"	"CENS-D1"	"< 1 year"	"1"	51	150977	33.8
	"2013"	"2013"	"New England"	"CENS-D1"	"1-4 years"	"1-4"	136	620863	21.9
	"2013"	"2013"	"New England"	"CENS-D1"	"5-9 years"	"5-9"	118	834167	14.1
	"2013"	"2013"	"New England"	"CENS-D1"	"10-14 years"	"10-14"	115	884764	13.0
	"2013"	"2013"	"New England"	"CENS-D1"	"15-19 years"	"15-19"	217	1008696	21.5
	"2013"	"2013"	"New England"	"CENS-D1"	"20-24 years"	"20-24"	447	1022889	43.7
	"2013"	"2013"	"New England"	"CENS-D1"	"25-29 years"	"25-29"	633	955726	66.2
	"2013"	"2013"	"New England"	"CENS-D1"	"30-34 years"	"30-34"	952	906883	105.0
	"2013"	"2013"	"New England"	"CENS-D1"	"35-39 years"	"35-39"	1288	844958	152.4
	"2013"	"2013"	"New England"	"CENS-D1"	"40-44 years"	"40-44"	2385	966973	246.6
	"2013"	"2013"	"New England"	"CENS-D1"	"45-49 years"	"45-49"	4014	1073909	373.8
	"2013"	"2013"	"New England"	"CENS-D1"	"50-54 years"	"50-54"	7061	1149421	614.3
	"2013"	"2013"	"New England"	"CENS-D1"	"55-59 years"	"55-59"	8996	1075406	836.5
	"2013"	"2013"	"New England"	"CENS-D1"	"60-64 years "	"60-64"	10870	902503	1204.4
	"2013"	"2013"	"New England"	"CENS-D1"	"65-69 years"	"65-69"	12067	724209	1666.2
	"2013"	"2013"	"New England"	"CENS-D1"	"70-74 years"	"70-74"	10666	506885	2104.2
	"2013"	"2013"	"New England"	"CENS-D1"	"75-79 years"	"75-79"	8634	368337	2344.0
	"2013"	"2013"	"New England"	"CENS-D1"	"80-84 years"	"80-84"	7239	298123	2428.2
	"2013"	"2013"	"New England"	"CENS-D1"	"85+ years"	"85+"	7629	347344	2196.4
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"< 1 year"	"1"	151	486413	31.0
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"1-4 years"	"1-4"	462	1938905	23.8
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"5-9 years"	"5-9"	354	2456631	14.4
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"10-14 years"	"10-14"	437	2528441	17.3
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"15-19 years"	"15-19"	731	2718392	26.9
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"20-24 years"	"20-24"	1316	2908682	45.2
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"25-29 years"	"25-29"	1963	2845728	69.0
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"30-34 years"	"30-34"	2938	2720410	108.0
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"35-39 years"	"35-39"	4006	2504739	159.9
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"40-44 years"	"40-44"	7066	2728605	259.0
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"45-49 years"	"45-49"	11757	2919572	402.7
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"50-54 years"	"50-54"	19357	3087280	627.0
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"55-59 years"	"55-59"	26202	2894118	905.4
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"60-64 years "	"60-64"	30962	2435665	1271.2
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"65-69 years"	"65-69"	33895	1942151	1745.2
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"70-74 years"	"70-74"	30599	1424237	2148.4
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"75-79 years"	"75-79"	26031	1064629	2445.1
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"80-84 years"	"80-84"	21550	851200	2531.7
	"2013"	"2013"	"Middle Atlantic"	"CENS-D2"	"85+ years"	"85+"	22061	948901	2324.9
	"2013"	"2013"	"East North Central"	"CENS-D3"	"< 1 year"	"1"	158	557116	28.4
	"2013"	"2013"	"East North Central"	"CENS-D3"	"1-4 years"	"1-4"	538	2276950	23.6
	"2013"	"2013"	"East North Central"	"CENS-D3"	"5-9 years"	"5-9"	374	3000018	12.5
	"2013"	"2013"	"East North Central"	"CENS-D3"	"10-14 years"	"10-14"	472	3090472	15.3
	"2013"	"2013"	"East North Central"	"CENS-D3"	"15-19 years"	"15-19"	708	3185510	22.2
	"2013"	"2013"	"East North Central"	"CENS-D3"	"20-24 years"	"20-24"	1165	3327646	35.0
	"2013"	"2013"	"East North Central"	"CENS-D3"	"25-29 years"	"25-29"	1835	2988349	61.4
	"2013"	"2013"	"East North Central"	"CENS-D3"	"30-34 years"	"30-34"	2852	3001503	95.0
	"2013"	"2013"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4201	2792304	150.4
	"2013"	"2013"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	6996	3026458	231.2
	"2013"	"2013"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	11489	3143809	365.4
	"2013"	"2013"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	20569	3438582	598.2
	"2013"	"2013"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	28379	3294655	861.4
	"2013"	"2013"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	33342	2787287	1196.2
	"2013"	"2013"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	36304	2159605	1681.0
	"2013"	"2013"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	32175	1585998	2028.7
	"2013"	"2013"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	26645	1157698	2301.6
	"2013"	"2013"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	20932	889648	2352.8
	"2013"	"2013"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	20576	958016	2147.8
	"2013"	"2013"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	98	270092	36.3
	"2013"	"2013"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	263	1091218	24.1
	"2013"	"2013"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	168	1405162	12.0
	"2013"	"2013"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	195	1374464	14.2
	"2013"	"2013"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	325	1402339	23.2
	"2013"	"2013"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	558	1507487	37.0
	"2013"	"2013"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	914	1383431	66.1
	"2013"	"2013"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1394	1400821	99.5
	"2013"	"2013"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1882	1231516	152.8
	"2013"	"2013"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	2842	1271017	223.6
	"2013"	"2013"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	4840	1327131	364.7
	"2013"	"2013"	"West North Central"	"CENS-D4"	"50-54 years"	"50-54"	8836	1514766	583.3
	"2013"	"2013"	"West North Central"	"CENS-D4"	"55-59 years"	"55-59"	12177	1435385	848.3
	"2013"	"2013"	"West North Central"	"CENS-D4"	"60-64 years "	"60-64"	14466	1223918	1181.9
	"2013"	"2013"	"West North Central"	"CENS-D4"	"65-69 years"	"65-69"	15940	942689	1690.9
	"2013"	"2013"	"West North Central"	"CENS-D4"	"70-74 years"	"70-74"	14123	697277	2025.5
	"2013"	"2013"	"West North Central"	"CENS-D4"	"75-79 years"	"75-79"	11987	525141	2282.6
	"2013"	"2013"	"West North Central"	"CENS-D4"	"80-84 years"	"80-84"	9736	411995	2363.1
	"2013"	"2013"	"West North Central"	"CENS-D4"	"85+ years"	"85+"	9660	456978	2113.9
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"< 1 year"	"1"	205	732029	28.0
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"1-4 years"	"1-4"	682	2976696	22.9
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"5-9 years"	"5-9"	514	3855865	13.3
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"10-14 years"	"10-14"	507	3881583	13.1
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"15-19 years"	"15-19"	804	3971290	20.2
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"20-24 years"	"20-24"	1415	4358886	32.5
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"25-29 years"	"25-29"	2400	4128478	58.1
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"30-34 years"	"30-34"	3864	4051501	95.4
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"35-39 years"	"35-39"	5469	3815811	143.3
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"40-44 years"	"40-44"	9713	4174723	232.7
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"45-49 years"	"45-49"	15887	4265720	372.4
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"50-54 years"	"50-54"	26595	4442756	598.6
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"55-59 years"	"55-59"	36419	4119907	884.0
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"60-64 years "	"60-64"	43668	3618948	1206.6
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"65-69 years"	"65-69"	52555	3100757	1694.9
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"70-74 years"	"70-74"	46477	2300827	2020.0
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"75-79 years"	"75-79"	36697	1644046	2232.1
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"80-84 years"	"80-84"	27902	1190068	2344.6
	"2013"	"2013"	"South Atlantic"	"CENS-D5"	"85+ years"	"85+"	26005	1174387	2214.3
	"2013"	"2013"	"East South Central"	"CENS-D6"	"< 1 year"	"1"	65	230858	28.2
	"2013"	"2013"	"East South Central"	"CENS-D6"	"1-4 years"	"1-4"	211	936238	22.5
	"2013"	"2013"	"East South Central"	"CENS-D6"	"5-9 years"	"5-9"	147	1219387	12.1
	"2013"	"2013"	"East South Central"	"CENS-D6"	"10-14 years"	"10-14"	173	1230117	14.1
	"2013"	"2013"	"East South Central"	"CENS-D6"	"15-19 years"	"15-19"	252	1233739	20.4
	"2013"	"2013"	"East South Central"	"CENS-D6"	"20-24 years"	"20-24"	427	1361884	31.4
	"2013"	"2013"	"East South Central"	"CENS-D6"	"25-29 years"	"25-29"	679	1206053	56.3
	"2013"	"2013"	"East South Central"	"CENS-D6"	"30-34 years"	"30-34"	1167	1215300	96.0
	"2013"	"2013"	"East South Central"	"CENS-D6"	"35-39 years"	"35-39"	1658	1145970	144.7
	"2013"	"2013"	"East South Central"	"CENS-D6"	"40-44 years"	"40-44"	2918	1235691	236.1
	"2013"	"2013"	"East South Central"	"CENS-D6"	"45-49 years"	"45-49"	4878	1246353	391.4
	"2013"	"2013"	"East South Central"	"CENS-D6"	"50-54 years"	"50-54"	8560	1334874	641.3
	"2013"	"2013"	"East South Central"	"CENS-D6"	"55-59 years"	"55-59"	12240	1278040	957.7
	"2013"	"2013"	"East South Central"	"CENS-D6"	"60-64 years "	"60-64"	14250	1113152	1280.1
	"2013"	"2013"	"East South Central"	"CENS-D6"	"65-69 years"	"65-69"	16223	916120	1770.8
	"2013"	"2013"	"East South Central"	"CENS-D6"	"70-74 years"	"70-74"	13754	672363	2045.6
	"2013"	"2013"	"East South Central"	"CENS-D6"	"75-79 years"	"75-79"	11061	479763	2305.5
	"2013"	"2013"	"East South Central"	"CENS-D6"	"80-84 years"	"80-84"	7710	336072	2294.2
	"2013"	"2013"	"East South Central"	"CENS-D6"	"85+ years"	"85+"	6677	313323	2131.0
	"2013"	"2013"	"West South Central"	"CENS-D7"	"< 1 year"	"1"	170	535532	31.7
	"2013"	"2013"	"West South Central"	"CENS-D7"	"1-4 years"	"1-4"	502	2165976	23.2
	"2013"	"2013"	"West South Central"	"CENS-D7"	"5-9 years"	"5-9"	401	2781142	14.4
	"2013"	"2013"	"West South Central"	"CENS-D7"	"10-14 years"	"10-14"	408	2736691	14.9
	"2013"	"2013"	"West South Central"	"CENS-D7"	"15-19 years"	"15-19"	545	2648256	20.6
	"2013"	"2013"	"West South Central"	"CENS-D7"	"20-24 years"	"20-24"	927	2816578	32.9
	"2013"	"2013"	"West South Central"	"CENS-D7"	"25-29 years"	"25-29"	1527	2717630	56.2
	"2013"	"2013"	"West South Central"	"CENS-D7"	"30-34 years"	"30-34"	2449	2701839	90.6
	"2013"	"2013"	"West South Central"	"CENS-D7"	"35-39 years"	"35-39"	3431	2464863	139.2
	"2013"	"2013"	"West South Central"	"CENS-D7"	"40-44 years"	"40-44"	5443	2513912	216.5
	"2013"	"2013"	"West South Central"	"CENS-D7"	"45-49 years"	"45-49"	8225	2423282	339.4
	"2013"	"2013"	"West South Central"	"CENS-D7"	"50-54 years"	"50-54"	14110	2540283	555.4
	"2013"	"2013"	"West South Central"	"CENS-D7"	"55-59 years"	"55-59"	18970	2338163	811.3
	"2013"	"2013"	"West South Central"	"CENS-D7"	"60-64 years "	"60-64"	22121	1949261	1134.8
	"2013"	"2013"	"West South Central"	"CENS-D7"	"65-69 years"	"65-69"	24953	1554283	1605.4
	"2013"	"2013"	"West South Central"	"CENS-D7"	"70-74 years"	"70-74"	20896	1112483	1878.3
	"2013"	"2013"	"West South Central"	"CENS-D7"	"75-79 years"	"75-79"	16915	799593	2115.5
	"2013"	"2013"	"West South Central"	"CENS-D7"	"80-84 years"	"80-84"	12542	571912	2193.0
	"2013"	"2013"	"West South Central"	"CENS-D7"	"85+ years"	"85+"	10968	541015	2027.3
	"2013"	"2013"	"Mountain"	"CENS-D8"	"< 1 year"	"1"	73	306059	23.9
	"2013"	"2013"	"Mountain"	"CENS-D8"	"1-4 years"	"1-4"	250	1248751	20.0
	"2013"	"2013"	"Mountain"	"CENS-D8"	"5-9 years"	"5-9"	189	1632529	11.6
	"2013"	"2013"	"Mountain"	"CENS-D8"	"10-14 years"	"10-14"	222	1589622	14.0
	"2013"	"2013"	"Mountain"	"CENS-D8"	"15-19 years"	"15-19"	337	1543193	21.8
	"2013"	"2013"	"Mountain"	"CENS-D8"	"20-24 years"	"20-24"	604	1668831	36.2
	"2013"	"2013"	"Mountain"	"CENS-D8"	"25-29 years"	"25-29"	945	1594658	59.3
	"2013"	"2013"	"Mountain"	"CENS-D8"	"30-34 years"	"30-34"	1391	1606579	86.6
	"2013"	"2013"	"Mountain"	"CENS-D8"	"35-39 years"	"35-39"	1900	1460268	130.1
	"2013"	"2013"	"Mountain"	"CENS-D8"	"40-44 years"	"40-44"	2874	1464827	196.2
	"2013"	"2013"	"Mountain"	"CENS-D8"	"45-49 years"	"45-49"	4316	1406151	306.9
	"2013"	"2013"	"Mountain"	"CENS-D8"	"50-54 years"	"50-54"	7489	1514629	494.4
	"2013"	"2013"	"Mountain"	"CENS-D8"	"55-59 years"	"55-59"	10332	1447178	713.9
	"2013"	"2013"	"Mountain"	"CENS-D8"	"60-64 years "	"60-64"	13065	1282237	1018.9
	"2013"	"2013"	"Mountain"	"CENS-D8"	"65-69 years"	"65-69"	15353	1056500	1453.2
	"2013"	"2013"	"Mountain"	"CENS-D8"	"70-74 years"	"70-74"	13538	764891	1769.9
	"2013"	"2013"	"Mountain"	"CENS-D8"	"75-79 years"	"75-79"	10819	532705	2031.0
	"2013"	"2013"	"Mountain"	"CENS-D8"	"80-84 years"	"80-84"	8243	376823	2187.5
	"2013"	"2013"	"Mountain"	"CENS-D8"	"85+ years"	"85+"	7152	358367	1995.7
	"2013"	"2013"	"Pacific"	"CENS-D9"	"< 1 year"	"1"	163	662132	24.6
	"2013"	"2013"	"Pacific"	"CENS-D9"	"1-4 years"	"1-4"	600	2661136	22.5
	"2013"	"2013"	"Pacific"	"CENS-D9"	"5-9 years"	"5-9"	434	3382870	12.8
	"2013"	"2013"	"Pacific"	"CENS-D9"	"10-14 years"	"10-14"	500	3337594	15.0
	"2013"	"2013"	"Pacific"	"CENS-D9"	"15-19 years"	"15-19"	775	3471986	22.3
	"2013"	"2013"	"Pacific"	"CENS-D9"	"20-24 years"	"20-24"	1339	3846801	34.8
	"2013"	"2013"	"Pacific"	"CENS-D9"	"25-29 years"	"25-29"	2065	3762909	54.9
	"2013"	"2013"	"Pacific"	"CENS-D9"	"30-34 years"	"30-34"	3180	3681005	86.4
	"2013"	"2013"	"Pacific"	"CENS-D9"	"35-39 years"	"35-39"	4312	3368440	128.0
	"2013"	"2013"	"Pacific"	"CENS-D9"	"40-44 years"	"40-44"	7171	3489010	205.5
	"2013"	"2013"	"Pacific"	"CENS-D9"	"45-49 years"	"45-49"	11141	3425983	325.2
	"2013"	"2013"	"Pacific"	"CENS-D9"	"50-54 years"	"50-54"	17944	3549185	505.6
	"2013"	"2013"	"Pacific"	"CENS-D9"	"55-59 years"	"55-59"	24898	3310777	752.0
	"2013"	"2013"	"Pacific"	"CENS-D9"	"60-64 years "	"60-64"	30101	2810091	1071.2
	"2013"	"2013"	"Pacific"	"CENS-D9"	"65-69 years"	"65-69"	34012	2208318	1540.2
	"2013"	"2013"	"Pacific"	"CENS-D9"	"70-74 years"	"70-74"	28797	1543734	1865.4
	"2013"	"2013"	"Pacific"	"CENS-D9"	"75-79 years"	"75-79"	23655	1110264	2130.6
	"2013"	"2013"	"Pacific"	"CENS-D9"	"80-84 years"	"80-84"	19059	837141	2276.7
	"2013"	"2013"	"Pacific"	"CENS-D9"	"85+ years"	"85+"	19941	915879	2177.3
	"2014"	"2014"	"New England"	"CENS-D1"	"< 1 year"	"1"	42	150307	27.9
	"2014"	"2014"	"New England"	"CENS-D1"	"1-4 years"	"1-4"	142	617594	23.0
	"2014"	"2014"	"New England"	"CENS-D1"	"5-9 years"	"5-9"	102	820839	12.4
	"2014"	"2014"	"New England"	"CENS-D1"	"10-14 years"	"10-14"	130	877277	14.8
	"2014"	"2014"	"New England"	"CENS-D1"	"15-19 years"	"15-19"	256	1000648	25.6
	"2014"	"2014"	"New England"	"CENS-D1"	"20-24 years"	"20-24"	430	1034348	41.6
	"2014"	"2014"	"New England"	"CENS-D1"	"25-29 years"	"25-29"	617	970479	63.6
	"2014"	"2014"	"New England"	"CENS-D1"	"30-34 years"	"30-34"	952	919248	103.6
	"2014"	"2014"	"New England"	"CENS-D1"	"35-39 years"	"35-39"	1249	852458	146.5
	"2014"	"2014"	"New England"	"CENS-D1"	"40-44 years"	"40-44"	2419	934698	258.8
	"2014"	"2014"	"New England"	"CENS-D1"	"45-49 years"	"45-49"	4075	1043056	390.7
	"2014"	"2014"	"New England"	"CENS-D1"	"50-54 years"	"50-54"	6975	1145972	608.7
	"2014"	"2014"	"New England"	"CENS-D1"	"55-59 years"	"55-59"	9323	1092312	853.5
	"2014"	"2014"	"New England"	"CENS-D1"	"60-64 years "	"60-64"	10865	923644	1176.3
	"2014"	"2014"	"New England"	"CENS-D1"	"65-69 years"	"65-69"	12173	757675	1606.6
	"2014"	"2014"	"New England"	"CENS-D1"	"70-74 years"	"70-74"	10980	533265	2059.0
	"2014"	"2014"	"New England"	"CENS-D1"	"75-79 years"	"75-79"	8720	376309	2317.2
	"2014"	"2014"	"New England"	"CENS-D1"	"80-84 years"	"80-84"	7207	294032	2451.1
	"2014"	"2014"	"New England"	"CENS-D1"	"85+ years"	"85+"	7560	351986	2147.8
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"< 1 year"	"1"	155	484158	32.0
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"1-4 years"	"1-4"	456	1944897	23.4
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"5-9 years"	"5-9"	385	2433511	15.8
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"10-14 years"	"10-14"	398	2514462	15.8
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"15-19 years"	"15-19"	686	2674767	25.6
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"20-24 years"	"20-24"	1335	2898492	46.1
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"25-29 years"	"25-29"	1954	2891948	67.6
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"30-34 years"	"30-34"	2945	2744608	107.3
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"35-39 years"	"35-39"	4126	2529285	163.1
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"40-44 years"	"40-44"	6826	2654769	257.1
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"45-49 years"	"45-49"	11176	2847599	392.5
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"50-54 years"	"50-54"	19115	3072965	622.0
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"55-59 years"	"55-59"	26423	2936895	899.7
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"60-64 years "	"60-64"	31132	2485976	1252.3
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"65-69 years"	"65-69"	34592	2028677	1705.2
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"70-74 years"	"70-74"	30536	1473509	2072.3
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"75-79 years"	"75-79"	25548	1086590	2351.2
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"80-84 years"	"80-84"	20727	838354	2472.3
	"2014"	"2014"	"Middle Atlantic"	"CENS-D2"	"85+ years"	"85+"	22121	965469	2291.2
	"2014"	"2014"	"East North Central"	"CENS-D3"	"< 1 year"	"1"	167	559264	29.9
	"2014"	"2014"	"East North Central"	"CENS-D3"	"1-4 years"	"1-4"	530	2264660	23.4
	"2014"	"2014"	"East North Central"	"CENS-D3"	"5-9 years"	"5-9"	388	2965904	13.1
	"2014"	"2014"	"East North Central"	"CENS-D3"	"10-14 years"	"10-14"	424	3070763	13.8
	"2014"	"2014"	"East North Central"	"CENS-D3"	"15-19 years"	"15-19"	732	3149066	23.2
	"2014"	"2014"	"East North Central"	"CENS-D3"	"20-24 years"	"20-24"	1267	3340488	37.9
	"2014"	"2014"	"East North Central"	"CENS-D3"	"25-29 years"	"25-29"	1887	3022752	62.4
	"2014"	"2014"	"East North Central"	"CENS-D3"	"30-34 years"	"30-34"	3010	3002465	100.3
	"2014"	"2014"	"East North Central"	"CENS-D3"	"35-39 years"	"35-39"	4193	2819683	148.7
	"2014"	"2014"	"East North Central"	"CENS-D3"	"40-44 years"	"40-44"	6865	2958679	232.0
	"2014"	"2014"	"East North Central"	"CENS-D3"	"45-49 years"	"45-49"	11381	3061016	371.8
	"2014"	"2014"	"East North Central"	"CENS-D3"	"50-54 years"	"50-54"	20262	3400001	595.9
	"2014"	"2014"	"East North Central"	"CENS-D3"	"55-59 years"	"55-59"	29189	3327011	877.3
	"2014"	"2014"	"East North Central"	"CENS-D3"	"60-64 years "	"60-64"	34375	2849476	1206.4
	"2014"	"2014"	"East North Central"	"CENS-D3"	"65-69 years"	"65-69"	37489	2268356	1652.7
	"2014"	"2014"	"East North Central"	"CENS-D3"	"70-74 years"	"70-74"	33218	1637637	2028.4
	"2014"	"2014"	"East North Central"	"CENS-D3"	"75-79 years"	"75-79"	27279	1188171	2295.9
	"2014"	"2014"	"East North Central"	"CENS-D3"	"80-84 years"	"80-84"	20549	877210	2342.5
	"2014"	"2014"	"East North Central"	"CENS-D3"	"85+ years"	"85+"	20836	972706	2142.1
	"2014"	"2014"	"West North Central"	"CENS-D4"	"< 1 year"	"1"	106	273501	38.8
	"2014"	"2014"	"West North Central"	"CENS-D4"	"1-4 years"	"1-4"	245	1090167	22.5
	"2014"	"2014"	"West North Central"	"CENS-D4"	"5-9 years"	"5-9"	179	1403438	12.8
	"2014"	"2014"	"West North Central"	"CENS-D4"	"10-14 years"	"10-14"	216	1380502	15.6
	"2014"	"2014"	"West North Central"	"CENS-D4"	"15-19 years"	"15-19"	304	1396533	21.8
	"2014"	"2014"	"West North Central"	"CENS-D4"	"20-24 years"	"20-24"	558	1520173	36.7
	"2014"	"2014"	"West North Central"	"CENS-D4"	"25-29 years"	"25-29"	959	1385973	69.2
	"2014"	"2014"	"West North Central"	"CENS-D4"	"30-34 years"	"30-34"	1447	1415228	102.2
	"2014"	"2014"	"West North Central"	"CENS-D4"	"35-39 years"	"35-39"	1873	1261464	148.5
	"2014"	"2014"	"West North Central"	"CENS-D4"	"40-44 years"	"40-44"	2919	1248453	233.8
	"2014"	"2014"	"West North Central"	"CENS-D4"	"45-49 years"	"45-49"	4783	1288029	371.3
