"Notes"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	1979	8147497	24.3
	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	1547	10453297	14.8
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	1639	10514773	15.6
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	2692	10789964	24.9
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	3951	11645664	33.9
	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	5755	11399223	50.5
	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	7731	10881471	71.0
	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	9830	10158839	96.8
	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	15209	10013348	151.9
	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	27589	10313204	267.5
	"2015"	"2015"	"Male"	"M"	"50-54 years"	"50-54"	57891	10944822	528.9
	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	93554	10578150	884.4
	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	121785	9100758	1338.2
	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	143725	7587158	1894.3
	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	122476	5291620	2314.5
	"2015"	"2015"	"Male"	"M"	"75-79 years"	"75-79"	95408	3608534	2644.0
	"2015"	"2015"	"Male"	"M"	"80-84 years"	"80-84"	67396	2411509	2794.8
	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	60695	2170485	2796.4
	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	528	1933613	27.3
	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	1610	7800858	20.6
	"2016"	"2016"	"Female"	"F"	"5-9 years"	"5-9"	1208	9998197	12.1
	"2016"	"2016"	"Female"	"F"	"10-14 years"	"10-14"	1531	10102058	15.2
	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	2439	10338517	23.6
	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	4124	10886758	37.9
	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	8061	11267625	71.5
	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	14041	10840965	129.5
	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	21253	10418207	204.0
	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	34025	9937231	342.4
	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	52518	10582603	496.3
	"2016"	"2016"	"Female"	"F"	"50-54 years"	"50-54"	75056	11115319	675.2
	"2016"	"2016"	"Female"	"F"	"55-59 years"	"55-59"	97399	11300875	861.9
	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	111842	10174229	1099.3
	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	126893	8889353	1427.5
	"2016"	"2016"	"Female"	"F"	"70-74 years"	"70-74"	107750	6360203	1694.1
	"2016"	"2016"	"Female"	"F"	"75-79 years"	"75-79"	86248	4647676	1855.7
	"2016"	"2016"	"Female"	"F"	"80-84 years"	"80-84"	64785	3413802	1897.7
	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	69064	4154029	1662.6
	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	584	2021764	28.9
	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	1925	8163342	23.6
	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	1518	10431307	14.6
	"2016"	"2016"	"Male"	"M"	"10-14 years"	"10-14"	1693	10525144	16.1
	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	2652	10812867	24.5
	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	3947	11497255	34.3
	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	5823	11663803	49.9
	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	7706	11000534	70.1
	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	10054	10401082	96.7
	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	14686	9795213	149.9
	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	26510	10385031	255.3
	"2016"	"2016"	"Male"	"M"	"50-54 years"	"50-54"	54717	10736110	509.7
	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	92534	10686439	865.9
	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	121562	9316659	1304.8
	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	146063	7940200	1839.5
	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	122261	5456249	2240.8
	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	94867	3727079	2545.3
	"2016"	"2016"	"Male"	"M"	"80-84 years"	"80-84"	66053	2455891	2689.6
	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	58395	2227848	2621.1
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2016 Incidence"
"Query Parameters:"
"Title: US cancer incidence, all sites"
"Group By: Year; Sex; Age Groups"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2016.html for more information."
"---"
"Query Date: Feb 25, 2020 2:33:25 PM"
"---"
"Suggested Citation: United States Cancer Statistics - Incidence: 1999 - 2016, WONDER Online Database. United States Department"
"of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2019. Accessed at"
"http://wonder.cdc.gov/cancer-v2016.html on Feb 25, 2020 2:33:25 PM"
"---"
Caveats:
"1. Age-adjusted rates are not available when results are grouped by age."
"2. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"3. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
"4. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
